CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
AN,01/05/2020,288.0,4779.0,504.0,33.0,307.0
AR,01/05/2020,102.0,2002.0,233.0,13.0,108.0
AS,01/05/2020,40.0,1355.0,115.0,5.0,30.0
CB,01/05/2020,41.0,834.0,67.0,4.0,81.0
CE,01/05/2020,5.0,9.0,3.0,0.0,7.0
CL,01/05/2020,281.0,6370.0,432.0,48.0,158.0
CM,01/05/2020,331.0,5191.0,481.0,56.0,185.0
CN,01/05/2020,43.0,759.0,151.0,3.0,35.0
CT,01/05/2020,1078.0,20988.0,2226.0,123.0,498.0
EX,01/05/2020,103.0,984.0,79.0,18.0,99.0
GA,01/05/2020,228.0,2189.0,279.0,41.0,1175.0
IB,01/05/2020,35.0,882.0,139.0,10.0,75.0
MC,01/05/2020,28.0,522.0,89.0,5.0,45.0
MD,01/05/2020,1094.0,27572.0,2323.0,180.0,781.0
ML,01/05/2020,2.0,39.0,3.0,0.0,8.0
NC,01/05/2020,88.0,1600.0,119.0,11.0,103.0
PV,01/05/2020,322.0,5491.0,453.0,23.0,340.0
RI,01/05/2020,104.0,1089.0,77.0,9.0,61.0
VC,01/05/2020,215.0,4485.0,558.0,36.0,232.0
AN,02/05/2020,279.0,4795.0,509.0,34.0,305.0
AR,02/05/2020,99.0,2008.0,234.0,13.0,109.0
AS,02/05/2020,38.0,1361.0,115.0,5.0,25.0
CB,02/05/2020,38.0,837.0,68.0,2.0,80.0
CE,02/05/2020,6.0,9.0,3.0,0.0,7.0
CL,02/05/2020,278.0,6391.0,431.0,48.0,165.0
CM,02/05/2020,325.0,5174.0,481.0,54.0,231.0
CN,02/05/2020,41.0,763.0,152.0,2.0,21.0
CT,02/05/2020,1018.0,20983.0,2229.0,118.0,480.0
EX,02/05/2020,67.0,986.0,79.0,15.0,98.0
GA,02/05/2020,222.0,2212.0,279.0,41.0,1174.0
IB,02/05/2020,30.0,885.0,139.0,10.0,78.0
MC,02/05/2020,28.0,525.0,90.0,5.0,49.0
MD,02/05/2020,957.0,27515.0,2317.0,180.0,748.0
ML,02/05/2020,3.0,39.0,3.0,1.0,8.0
NC,02/05/2020,84.0,1607.0,122.0,9.0,99.0
PV,02/05/2020,314.0,5505.0,456.0,23.0,300.0
RI,02/05/2020,110.0,1095.0,77.0,8.0,62.0
VC,02/05/2020,199.0,4491.0,559.0,36.0,209.0
AN,03/05/2020,272.0,4833.0,518.0,25.0,299.0
AR,03/05/2020,97.0,2021.0,238.0,12.0,85.0
AS,03/05/2020,32.0,1371.0,116.0,4.0,10.0
CB,03/05/2020,37.0,842.0,68.0,4.0,79.0
CE,03/05/2020,6.0,9.0,4.0,0.0,5.0
CL,03/05/2020,274.0,6435.0,431.0,49.0,145.0
CM,03/05/2020,312.0,5152.0,482.0,55.0,235.0
CN,03/05/2020,35.0,766.0,152.0,2.0,20.0
CT,03/05/2020,941.0,21078.0,2241.0,118.0,491.0
EX,03/05/2020,43.0,989.0,79.0,14.0,95.0
GA,03/05/2020,217.0,2229.0,278.0,41.0,1169.0
IB,03/05/2020,26.0,890.0,140.0,8.0,78.0
MC,03/05/2020,28.0,528.0,91.0,5.0,45.0
MD,03/05/2020,848.0,27780.0,2323.0,172.0,619.0
ML,03/05/2020,3.0,40.0,3.0,1.0,8.0
NC,03/05/2020,84.0,1622.0,124.0,9.0,99.0
PV,03/05/2020,297.0,5539.0,458.0,20.0,276.0
RI,03/05/2020,107.0,1107.0,78.0,7.0,50.0
VC,03/05/2020,185.0,4499.0,560.0,33.0,166.0
AN,04/05/2020,240.0,4884.0,537.0,32.0,257.0
AR,04/05/2020,87.0,2032.0,251.0,9.0,94.0
AS,04/05/2020,27.0,1370.0,116.0,6.0,27.0
CB,04/05/2020,33.0,840.0,67.0,5.0,63.0
CE,04/05/2020,4.0,10.0,4.0,1.0,4.0
CL,04/05/2020,263.0,6474.0,431.0,45.0,146.0
CM,04/05/2020,275.0,5093.0,478.0,48.0,274.0
CN,04/05/2020,50.0,766.0,153.0,4.0,67.0
CT,04/05/2020,844.0,21291.0,2242.0,125.0,694.0
EX,04/05/2020,34.0,986.0,78.0,21.0,99.0
GA,04/05/2020,196.0,2223.0,278.0,79.0,1893.0
IB,04/05/2020,24.0,895.0,140.0,3.0,24.0
MC,04/05/2020,18.0,527.0,91.0,8.0,73.0
MD,04/05/2020,1013.0,27507.0,2320.0,152.0,698.0
ML,04/05/2020,3.0,40.0,3.0,0.0,6.0
NC,04/05/2020,74.0,1630.0,126.0,12.0,96.0
PV,04/05/2020,259.0,5559.0,466.0,24.0,269.0
RI,04/05/2020,103.0,1128.0,78.0,14.0,44.0
VC,04/05/2020,162.0,4467.0,558.0,28.0,205.0
AN,05/05/2020,212.0,4916.0,545.0,34.0,275.0
AR,05/05/2020,80.0,2046.0,252.0,9.0,108.0
AS,05/05/2020,30.0,1381.0,116.0,6.0,33.0
CB,05/05/2020,43.0,845.0,68.0,6.0,68.0
CE,05/05/2020,1.0,10.0,4.0,1.0,5.0
CL,05/05/2020,262.0,6499.0,431.0,45.0,159.0
CM,05/05/2020,300.0,5079.0,478.0,54.0,172.0
CN,05/05/2020,40.0,768.0,154.0,2.0,48.0
CT,05/05/2020,836.0,21440.0,2253.0,134.0,833.0
EX,05/05/2020,43.0,1005.0,80.0,17.0,96.0
GA,05/05/2020,160.0,2244.0,277.0,80.0,1906.0
IB,05/05/2020,25.0,900.0,140.0,4.0,45.0
MC,05/05/2020,23.0,531.0,91.0,8.0,34.0
MD,05/05/2020,976.0,27447.0,2320.0,148.0,707.0
ML,05/05/2020,3.0,40.0,3.0,0.0,6.0
NC,05/05/2020,79.0,1637.0,126.0,10.0,98.0
PV,05/05/2020,253.0,5593.0,467.0,26.0,326.0
RI,05/05/2020,96.0,1140.0,78.0,12.0,50.0
VC,05/05/2020,176.0,4484.0,562.0,29.0,211.0
AN,06/05/2020,222.0,4954.0,551.0,36.0,310.0
